日期,开盘价,最高价,最低价,收盘价,成交量,成交额,日收益率,换手率,数据源,20日成交量活跃度代理,date,amount_100m,market_amount_100m,amount_share_of_a
2026-07-13,1239.3710000000,1257.2000000000,1234.6950000000,1240.0600000000,6670519000,115037554000.0000000000,-0.0010239010,,同花顺概念指数历史,1.3503271380,2026-07-13,1150.3755400000,28010.0632438300,0.0410700801
2026-07-14,1234.6140000000,1271.4740000000,1223.1980000000,1271.4740000000,7427853500,124100982000.0000000000,0.0253326452,,同花顺概念指数历史,1.4444291951,2026-07-14,1241.0098200000,26886.7110108700,0.0461569963
2026-07-15,1260.1690000000,1338.6230000000,1260.1690000000,1317.8640000000,8897653200,182489480000.0000000000,0.0364852132,,同花顺概念指数历史,1.6365520554,2026-07-15,1824.8948000000,25558.5357395800,0.0714006005
2026-07-16,1302.3540000000,1345.3240000000,1284.8170000000,1329.2340000000,8959626700,171137490000.0000000000,0.0086275974,,同花顺概念指数历史,1.5605156380,2026-07-16,1711.3749000000,23894.5852803900,0.0716218708
2026-07-17,1315.6440000000,1323.5270000000,1236.3340000000,1237.6870000000,8854179100,150967230000.0000000000,-0.0688719970,,同花顺概念指数历史,1.4734249399,2026-07-17,1509.6723000000,26391.0023356400,0.0572040531
2026-07-20,1226.0350000000,1266.5120000000,1218.7500000000,1239.6060000000,7847804900,132289903000.0000000000,0.0015504728,,同花顺概念指数历史,1.2681288284,2026-07-20,1322.8990300000,26872.2298789600,0.0492292242
2026-07-21,1230.9830000000,1230.9830000000,1184.0500000000,1227.8770000000,7320213300,127254541000.0000000000,-0.0094618774,,同花顺概念指数历史,1.1613256244,2026-07-21,1272.5454100000,29408.8472976500,0.0432708361
2026-07-22,1216.0770000000,1258.9380000000,1216.0770000000,1227.4080000000,6592571600,116591784000.0000000000,-0.0003819601,,同花顺概念指数历史,1.0342687359,2026-07-22,1165.9178400000,26415.7492249300,0.0441372240
2026-07-23,1217.4900000000,1237.3020000000,1208.0350000000,1229.1660000000,5610979300,93446010000.0000000000,0.0014322866,,同花顺概念指数历史,0.8747710220,2026-07-23,934.4601000000,21840.2787357300,0.0427860886
2026-07-24,1219.2800000000,1224.0790000000,1179.0900000000,1179.0900000000,5204359200,87141521000.0000000000,-0.0407398187,,同花顺概念指数历史,0.8043473401,2026-07-24,871.4152100000,19203.6492246900,0.0453775842
2026-07-27,1173.8610000000,1220.9010000000,1172.8270000000,1219.9060000000,5245495800,85424968000.0000000000,0.0346165263,,同花顺概念指数历史,0.8151992088,2026-07-27,854.2496800000,19257.5728664000,0.0443591561
2026-07-28,1214.0890000000,1230.0440000000,1200.1730000000,1204.7270000000,5167829700,77121544000.0000000000,-0.0124427620,,同花顺概念指数历史,0.8025839483,2026-07-28,771.2154400000,20146.5149243600,0.0382803399
2026-07-29,1206.3690000000,1216.7160000000,1196.4080000000,1209.1410000000,5321216200,85001588000.0000000000,0.0036639006,,同花顺概念指数历史,0.8326867617,2026-07-29,850.0158800000,22990.7300000000,0.0369721135
2026-07-30,1204.8930000000,1223.3730000000,1178.9900000000,1184.2170000000,5438763500,86432835000.0000000000,-0.0206129806,,同花顺概念指数历史,0.8541695862,2026-07-30,864.3283500000,23449.8573270000,0.0368585761
2026-07-31,1183.0260000000,1211.0420000000,1183.0260000000,1206.5830000000,4934488100,80895228000.0000000000,0.0188867412,,同花顺概念指数历史,0.7788611016,2026-07-31,808.9522800000,25477.0105690000,0.0317522449
2026-08-03,1205.8180000000,1215.8780000000,1202.4340000000,1208.3350000000,4023635500,68945341000.0000000000,0.0014520344,,同花顺概念指数历史,0.6480831458,2026-08-03,689.4534100000,19990.2015020000,0.0344895678
2026-08-04,1218.9360000000,1239.4080000000,1218.9360000000,1235.2810000000,4965495300,89039647000.0000000000,0.0223001072,,同花顺概念指数历史,0.7992546886,2026-08-04,890.3964700000,22092.2282410000,0.0403036063
2026-08-05,1233.8240000000,1245.0420000000,1231.6570000000,1242.9600000000,5391536400,102410873000.0000000000,0.0062163993,,同花顺概念指数历史,0.8624005083,2026-08-05,1024.1087300000,26618.5682594200,0.0384734716
2026-08-06,1247.0590000000,1248.0530000000,1232.0260000000,1241.3740000000,5433069400,98332653000.0000000000,,,同花顺概念指数历史,0.8656184677,2026-08-06,983.3265300000,25291.4596136400,0.0388797857
2026-08-07,1239.1670000000,1301.7600000000,1236.8420000000,1301.7600000000,7479379300,142450130000.0000000000,0.0486444859,,同花顺概念指数历史,1.1798368644,2026-08-07,1424.5013000000,,
2026-08-10,1309.7180000000,1333.7350000000,1308.1340000000,1317.7310000000,7470191400,158284080000.0000000000,0.0122687746,,同花顺概念指数历史,1.1710017417,2026-08-10,1582.8408000000,25207.9314391400,0.0627913799
2026-08-11,1310.3410000000,1346.7490000000,1310.0930000000,1325.9550000000,7915428300,150690030000.0000000000,0.0062410310,,同花顺概念指数历史,1.2360718771,2026-08-11,1506.9003000000,,
2026-08-12,1320.3220000000,1347.5330000000,1319.6070000000,1330.8720000000,7307563400,121026671000.0000000000,0.0037082706,,同花顺概念指数历史,1.1554937272,2026-08-12,1210.2667100000,,
2026-08-13,1326.4760000000,1377.4660000000,1312.4910000000,1354.6010000000,9440751700,158645490000.0000000000,0.0178296636,,同花顺概念指数历史,1.4871429628,2026-08-13,1586.4549000000,,
