日期,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,有效股票数,全部A股成交额（亿元）,百亿成交股数,百亿成交额（亿元）,百亿成交集中度,数据源
2026-08-06,2665,2515,144,79,1,5324,25291.45961364,21,3549.8842781000003,0.1403590117901105,AKShare新浪沪深京A股收盘快照+逐股涨跌停价回推
