日期,上证50涨跌幅,Choice微盘股指数涨跌幅,中证全指涨跌幅,上证50成交额_亿元,Choice微盘股指数成交额_亿元,中证全指成交额_亿元,全部A股成交额_亿元,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,成交额超百亿个股数,百亿个股成交额合计_亿元
2026-07-29,-0.00270000,,0.00770000,2199.11000000,,22083.44000000,22990.73000000,4101,1175,39,81,12,14,2875.21000000
