entry_signal_date,entry_date,exit_signal_date,exit_date,holding_calendar_days,starting_equity,ending_equity,entry_notional,exit_notional,entry_commission,exit_commission,stamp_duty,cash_dividends,bonus_shares,pnl,return,entry_prices,exit_prices,entry_shares,exit_shares
2021-07-02,2021-07-05,2021-07-13,2021-07-14,9,970453.2556999995,948418.5454999995,969503.0,936661.0,290.85089999999997,280.9983,936.661,12315.800000000001,0.0,-22034.710199999972,-0.02270558635418877,"{""sh.601988"": 3.07, ""sh.601398"": 5.23, ""sh.601939"": 6.66, ""sh.601288"": 3.03}","{""sh.601988"": 3.06, ""sh.601398"": 4.75, ""sh.601939"": 6.39, ""sh.601288"": 3.03}","{""sh.601988"": 79000.0, ""sh.601398"": 46300.0, ""sh.601939"": 36400.0, ""sh.601288"": 80000.0}","{""sh.601988"": 79000.0, ""sh.601398"": 46300.0, ""sh.601939"": 36400.0, ""sh.601288"": 80000.0}"
2021-07-14,2021-07-15,2021-07-15,2021-07-16,1,948418.5454999995,952851.1674999996,947272.0,953228.0,284.18159999999995,285.9684,953.2280000000001,0.0,0.0,4432.62200000009,0.004673698148387897,"{""sh.601988"": 3.03, ""sh.601398"": 4.71, ""sh.601939"": 5.99, ""sh.601288"": 2.99}","{""sh.601988"": 3.04, ""sh.601398"": 4.75, ""sh.601939"": 6.05, ""sh.601288"": 3.0}","{""sh.601988"": 78200.0, ""sh.601398"": 50300.0, ""sh.601939"": 39500.0, ""sh.601288"": 79200.0}","{""sh.601988"": 78200.0, ""sh.601398"": 50300.0, ""sh.601939"": 39500.0, ""sh.601288"": 79200.0}"
2021-07-16,2021-07-19,2021-07-21,2021-07-22,3,952851.1674999996,945111.5079999997,951720.0,945495.0,285.516,283.6485,945.495,0.0,0.0,-7739.659499999951,-0.008122632121348535,"{""sh.601988"": 3.04, ""sh.601398"": 4.73, ""sh.601939"": 6.05, ""sh.601288"": 2.99}","{""sh.601988"": 3.04, ""sh.601398"": 4.7, ""sh.601939"": 5.93, ""sh.601288"": 2.99}","{""sh.601988"": 78300.0, ""sh.601398"": 50300.0, ""sh.601939"": 39300.0, ""sh.601288"": 79600.0}","{""sh.601988"": 78300.0, ""sh.601398"": 50300.0, ""sh.601939"": 39300.0, ""sh.601288"": 79600.0}"
2021-07-23,2021-07-26,2021-08-09,2021-08-10,15,945111.5079999997,922341.5666999995,944134.0,922847.0,283.2402,276.85409999999996,922.847,0.0,0.0,-22769.94130000018,-0.02409233313451537,"{""sh.601988"": 3.04, ""sh.601398"": 4.69, ""sh.601939"": 5.91, ""sh.601288"": 2.99}","{""sh.601988"": 3.01, ""sh.601398"": 4.55, ""sh.601939"": 5.75, ""sh.601288"": 2.92}","{""sh.601988"": 77700.0, ""sh.601398"": 50300.0, ""sh.601939"": 39900.0, ""sh.601288"": 79000.0}","{""sh.601988"": 77700.0, ""sh.601398"": 50300.0, ""sh.601939"": 39900.0, ""sh.601288"": 79000.0}"
2021-08-17,2021-08-18,2021-08-18,2021-08-19,1,922341.5666999995,932707.6146999995,921587.0,933443.0,276.4761,280.0329,933.443,0.0,0.0,10366.047999999952,0.011238838597601239,"{""sh.601988"": 3.0, ""sh.601398"": 4.61, ""sh.601939"": 5.89, ""sh.601288"": 2.92}","{""sh.601988"": 3.04, ""sh.601398"": 4.66, ""sh.601939"": 5.97, ""sh.601288"": 2.96}","{""sh.601988"": 76800.0, ""sh.601398"": 50000.0, ""sh.601939"": 39100.0, ""sh.601288"": 78900.0}","{""sh.601988"": 76800.0, ""sh.601398"": 50000.0, ""sh.601939"": 39100.0, ""sh.601288"": 78900.0}"
2021-08-19,2021-08-20,2021-08-23,2021-08-24,4,932707.6146999995,931885.1228999996,932263.0,932933.0,279.6789,279.87989999999996,932.933,0.0,0.0,-822.4917999998434,-0.0008818324060369053,"{""sh.601988"": 3.02, ""sh.601398"": 4.64, ""sh.601939"": 5.93, ""sh.601288"": 2.94}","{""sh.601988"": 3.03, ""sh.601398"": 4.63, ""sh.601939"": 5.92, ""sh.601288"": 2.95}","{""sh.601988"": 77200.0, ""sh.601398"": 50200.0, ""sh.601939"": 39300.0, ""sh.601288"": 79300.0}","{""sh.601988"": 77200.0, ""sh.601398"": 50200.0, ""sh.601939"": 39300.0, ""sh.601288"": 79300.0}"
2021-09-24,2021-09-27,2021-10-21,2021-10-22,25,931885.1228999996,944907.1525999996,931300.0,945831.0,279.39,283.74929999999995,945.831,0.0,0.0,13022.029699999955,0.01397385727059981,"{""sh.601988"": 3.05, ""sh.601398"": 4.63, ""sh.601939"": 5.94, ""sh.601288"": 2.94}","{""sh.601988"": 3.07, ""sh.601398"": 4.74, ""sh.601939"": 6.07, ""sh.601288"": 2.97}","{""sh.601988"": 76300.0, ""sh.601398"": 50300.0, ""sh.601939"": 39200.0, ""sh.601288"": 79200.0}","{""sh.601988"": 76300.0, ""sh.601398"": 50300.0, ""sh.601939"": 39200.0, ""sh.601288"": 79200.0}"
2021-10-22,2021-10-25,2021-10-25,2021-10-26,1,944907.1525999996,946218.2752999994,943878.0,946703.0,283.16339999999997,284.0109,946.7030000000001,0.0,0.0,1311.1226999998325,0.0013875677587921278,"{""sh.601988"": 3.06, ""sh.601398"": 4.71, ""sh.601939"": 6.03, ""sh.601288"": 2.96}","{""sh.601988"": 3.08, ""sh.601398"": 4.72, ""sh.601939"": 6.05, ""sh.601288"": 2.96}","{""sh.601988"": 77100.0, ""sh.601398"": 50100.0, ""sh.601939"": 39100.0, ""sh.601288"": 79800.0}","{""sh.601988"": 77100.0, ""sh.601398"": 50100.0, ""sh.601939"": 39100.0, ""sh.601288"": 79800.0}"
2021-10-27,2021-10-28,2021-11-17,2021-11-18,21,946218.2752999994,935196.2378999994,945260.0,935738.0,283.578,280.72139999999996,935.7379999999999,0.0,0.0,-11022.03740000003,-0.011648514605687025,"{""sh.601988"": 3.06, ""sh.601398"": 4.68, ""sh.601939"": 5.99, ""sh.601288"": 2.94}","{""sh.601988"": 3.06, ""sh.601398"": 4.64, ""sh.601939"": 5.82, ""sh.601288"": 2.93}","{""sh.601988"": 77300.0, ""sh.601398"": 50500.0, ""sh.601939"": 39400.0, ""sh.601288"": 80400.0}","{""sh.601988"": 77300.0, ""sh.601398"": 50500.0, ""sh.601939"": 39400.0, ""sh.601288"": 80400.0}"
2021-11-18,2021-11-19,2021-11-19,2021-11-22,3,935196.2378999994,935800.9788999994,934079.0,936181.0,280.2237,280.85429999999997,936.181,0.0,0.0,604.7410000000382,0.0006466461000292253,"{""sh.601988"": 3.06, ""sh.601398"": 4.64, ""sh.601939"": 5.82, ""sh.601288"": 2.93}","{""sh.601988"": 3.06, ""sh.601398"": 4.65, ""sh.601939"": 5.84, ""sh.601288"": 2.94}","{""sh.601988"": 76400.0, ""sh.601398"": 50300.0, ""sh.601939"": 40100.0, ""sh.601288"": 79700.0}","{""sh.601988"": 76400.0, ""sh.601398"": 50300.0, ""sh.601939"": 40100.0, ""sh.601288"": 79700.0}"
2021-12-20,2021-12-21,2021-12-21,2021-12-22,1,935800.9788999994,941470.9793999994,934795.0,941970.0,280.4385,282.591,941.97,0.0,0.0,5670.0004999999655,0.006058981159289712,"{""sh.601988"": 3.04, ""sh.601398"": 4.61, ""sh.601939"": 5.81, ""sh.601288"": 2.94}","{""sh.601988"": 3.06, ""sh.601398"": 4.65, ""sh.601939"": 5.88, ""sh.601288"": 2.95}","{""sh.601988"": 76900.0, ""sh.601398"": 50700.0, ""sh.601939"": 40200.0, ""sh.601288"": 79500.0}","{""sh.601988"": 76900.0, ""sh.601398"": 50700.0, ""sh.601939"": 40200.0, ""sh.601288"": 79500.0}"
2021-12-24,2021-12-27,2021-12-28,2021-12-29,2,941470.9793999994,941748.6764999994,940614.0,942399.0,282.1842,282.7197,942.399,0.0,0.0,277.6970999999903,0.0002949608708884123,"{""sh.601988"": 3.05, ""sh.601398"": 4.64, ""sh.601939"": 5.89, ""sh.601288"": 2.94}","{""sh.601988"": 3.06, ""sh.601398"": 4.66, ""sh.601939"": 5.89, ""sh.601288"": 2.94}","{""sh.601988"": 77100.0, ""sh.601398"": 50700.0, ""sh.601939"": 39900.0, ""sh.601288"": 80000.0}","{""sh.601988"": 77100.0, ""sh.601398"": 50700.0, ""sh.601939"": 39900.0, ""sh.601288"": 80000.0}"
2021-12-29,2021-12-30,2021-12-31,2022-01-04,5,941748.6764999994,938936.4712999994,941191.0,939883.0,282.35729999999995,281.96489999999994,939.883,0.0,0.0,-2812.2051999999676,-0.0029861525374811288,"{""sh.601988"": 3.06, ""sh.601398"": 4.65, ""sh.601939"": 5.87, ""sh.601288"": 2.94}","{""sh.601988"": 3.06, ""sh.601398"": 4.64, ""sh.601939"": 5.85, ""sh.601288"": 2.94}","{""sh.601988"": 76900.0, ""sh.601398"": 50600.0, ""sh.601939"": 40100.0, ""sh.601288"": 80000.0}","{""sh.601988"": 76900.0, ""sh.601398"": 50600.0, ""sh.601939"": 40100.0, ""sh.601288"": 80000.0}"
2022-01-04,2022-01-05,2022-02-18,2022-02-21,47,938936.4712999994,977060.7951999994,938185.0,977862.0,281.4555,293.35859999999997,977.862,0.0,0.0,38124.32389999996,0.04060373099280629,"{""sh.601988"": 3.07, ""sh.601398"": 4.66, ""sh.601939"": 5.91, ""sh.601288"": 2.94}","{""sh.601988"": 3.19, ""sh.601398"": 4.8, ""sh.601939"": 6.28, ""sh.601288"": 3.05}","{""sh.601988"": 76400.0, ""sh.601398"": 50300.0, ""sh.601939"": 39700.0, ""sh.601288"": 79800.0}","{""sh.601988"": 76400.0, ""sh.601398"": 50300.0, ""sh.601939"": 39700.0, ""sh.601288"": 79800.0}"
2022-02-22,2022-02-23,2022-02-23,2022-02-24,1,977060.7951999994,966900.4588999994,976580.0,967971.0,292.974,290.3913,967.9709999999999,0.0,0.0,-10160.336299999966,-0.0103988782989908,"{""sh.601988"": 3.17, ""sh.601398"": 4.78, ""sh.601939"": 6.23, ""sh.601288"": 3.02}","{""sh.601988"": 3.15, ""sh.601398"": 4.75, ""sh.601939"": 6.13, ""sh.601288"": 3.0}","{""sh.601988"": 77000.0, ""sh.601398"": 51100.0, ""sh.601939"": 39200.0, ""sh.601288"": 80800.0}","{""sh.601988"": 77000.0, ""sh.601398"": 51100.0, ""sh.601939"": 39200.0, ""sh.601288"": 80800.0}"
2022-02-24,2022-02-25,2022-02-28,2022-03-01,4,966900.4588999994,961834.5469999996,965934.0,962409.0,289.7801999999999,288.7227,962.4090000000001,0.0,0.0,-5065.911899999832,-0.005239331363812878,"{""sh.601988"": 3.12, ""sh.601398"": 4.7, ""sh.601939"": 6.06, ""sh.601288"": 2.98}","{""sh.601988"": 3.11, ""sh.601398"": 4.67, ""sh.601939"": 6.05, ""sh.601288"": 2.97}","{""sh.601988"": 77400.0, ""sh.601398"": 51400.0, ""sh.601939"": 39800.0, ""sh.601288"": 81100.0}","{""sh.601988"": 77400.0, ""sh.601398"": 51400.0, ""sh.601939"": 39800.0, ""sh.601288"": 81100.0}"
2022-03-04,2022-03-07,2022-03-30,2022-03-31,24,961834.5469999996,974375.0669999997,960722.0,974818.0,288.21659999999997,292.44539999999995,974.8180000000001,0.0,0.0,12540.520000000135,0.01303812598446845,"{""sh.601988"": 3.14, ""sh.601398"": 4.7, ""sh.601939"": 6.09, ""sh.601288"": 2.99}","{""sh.601988"": 3.22, ""sh.601398"": 4.7, ""sh.601939"": 6.17, ""sh.601288"": 3.05}","{""sh.601988"": 76500.0, ""sh.601398"": 51100.0, ""sh.601939"": 39400.0, ""sh.601288"": 80400.0}","{""sh.601988"": 76500.0, ""sh.601398"": 51100.0, ""sh.601939"": 39400.0, ""sh.601288"": 80400.0}"
2022-03-31,2022-04-01,2022-04-01,2022-04-06,5,974375.0669999997,977401.4471999997,973533.0,978123.0,292.05989999999997,293.4369,978.123,0.0,0.0,3026.380200000014,0.0031059704855933216,"{""sh.601988"": 3.26, ""sh.601398"": 4.75, ""sh.601939"": 6.24, ""sh.601288"": 3.07}","{""sh.601988"": 3.28, ""sh.601398"": 4.78, ""sh.601939"": 6.28, ""sh.601288"": 3.07}","{""sh.601988"": 74700.0, ""sh.601398"": 51200.0, ""sh.601939"": 39000.0, ""sh.601288"": 79300.0}","{""sh.601988"": 74700.0, ""sh.601398"": 51200.0, ""sh.601939"": 39000.0, ""sh.601288"": 79300.0}"
2022-04-07,2022-04-08,2022-04-08,2022-04-11,3,977401.4471999997,977882.9089999996,976174.0,978220.0,292.8522,293.466,978.2199999999999,0.0,0.0,481.4617999999318,0.0004925937048478845,"{""sh.601988"": 3.28, ""sh.601398"": 4.82, ""sh.601939"": 6.26, ""sh.601288"": 3.09}","{""sh.601988"": 3.3, ""sh.601398"": 4.8, ""sh.601939"": 6.28, ""sh.601288"": 3.1}","{""sh.601988"": 74400.0, ""sh.601398"": 50600.0, ""sh.601939"": 39000.0, ""sh.601288"": 79000.0}","{""sh.601988"": 74400.0, ""sh.601398"": 50600.0, ""sh.601939"": 39000.0, ""sh.601288"": 79000.0}"
2022-04-11,2022-04-12,2022-05-13,2022-05-16,34,977882.9089999996,956067.1132999996,976974.0,956695.0,293.0922,287.00849999999997,956.695,0.0,0.0,-21815.795700000017,-0.02230921053964348,"{""sh.601988"": 3.28, ""sh.601398"": 4.78, ""sh.601939"": 6.24, ""sh.601288"": 3.07}","{""sh.601988"": 3.21, ""sh.601398"": 4.7, ""sh.601939"": 6.0, ""sh.601288"": 3.05}","{""sh.601988"": 74500.0, ""sh.601398"": 51100.0, ""sh.601939"": 39100.0, ""sh.601288"": 79600.0}","{""sh.601988"": 74500.0, ""sh.601398"": 51100.0, ""sh.601939"": 39100.0, ""sh.601288"": 79600.0}"
2022-07-11,2022-07-12,2022-08-11,2022-08-12,31,956067.1132999996,930903.7236999997,955075.0,899267.0,286.5225,269.78009999999995,899.267,32100.18,0.0,-25163.38959999988,-0.026319689538472787,"{""sh.601988"": 3.33, ""sh.601398"": 4.52, ""sh.601939"": 5.78, ""sh.601288"": 3.04}","{""sh.601988"": 3.05, ""sh.601398"": 4.36, ""sh.601939"": 5.5, ""sh.601288"": 2.84}","{""sh.601988"": 71700.0, ""sh.601398"": 52800.0, ""sh.601939"": 41300.0, ""sh.601288"": 78600.0}","{""sh.601988"": 71700.0, ""sh.601398"": 52800.0, ""sh.601939"": 41300.0, ""sh.601288"": 78600.0}"
2022-08-24,2022-08-25,2022-09-07,2022-09-08,14,930903.7236999997,937825.7779999997,929999.0,938420.0,278.99969999999996,281.52599999999995,938.4200000000001,0.0,0.0,6922.05429999996,0.007435843389354316,"{""sh.601988"": 3.02, ""sh.601398"": 4.33, ""sh.601939"": 5.44, ""sh.601288"": 2.82}","{""sh.601988"": 3.07, ""sh.601398"": 4.36, ""sh.601939"": 5.49, ""sh.601288"": 2.83}","{""sh.601988"": 77000.0, ""sh.601398"": 53700.0, ""sh.601939"": 42700.0, ""sh.601288"": 82500.0}","{""sh.601988"": 77000.0, ""sh.601398"": 53700.0, ""sh.601939"": 42700.0, ""sh.601288"": 82500.0}"
2022-09-08,2022-09-09,2022-09-09,2022-09-13,4,937825.7779999997,940484.4092999996,936848.0,941011.0,281.0544,282.3033,941.0110000000001,0.0,0.0,2658.631299999892,0.0028348882728193602,"{""sh.601988"": 3.07, ""sh.601398"": 4.36, ""sh.601939"": 5.51, ""sh.601288"": 2.84}","{""sh.601988"": 3.09, ""sh.601398"": 4.37, ""sh.601939"": 5.54, ""sh.601288"": 2.85}","{""sh.601988"": 76300.0, ""sh.601398"": 53700.0, ""sh.601939"": 42500.0, ""sh.601288"": 82500.0}","{""sh.601988"": 76300.0, ""sh.601398"": 53700.0, ""sh.601939"": 42500.0, ""sh.601288"": 82500.0}"
2022-09-14,2022-09-15,2022-10-18,2022-10-19,34,940484.4092999996,931664.2242999995,939818.0,932492.0,281.94539999999995,279.7476,932.492,0.0,0.0,-8820.185000000056,-0.009378342599602369,"{""sh.601988"": 3.07, ""sh.601398"": 4.37, ""sh.601939"": 5.55, ""sh.601288"": 2.86}","{""sh.601988"": 3.05, ""sh.601398"": 4.34, ""sh.601939"": 5.49, ""sh.601288"": 2.84}","{""sh.601988"": 76500.0, ""sh.601398"": 53800.0, ""sh.601939"": 42300.0, ""sh.601288"": 82200.0}","{""sh.601988"": 76500.0, ""sh.601398"": 53800.0, ""sh.601939"": 42300.0, ""sh.601288"": 82200.0}"
2022-10-19,2022-10-20,2022-11-04,2022-11-07,18,931664.2242999995,898842.0571999997,931220.0,899847.0,279.366,269.9541,899.8470000000001,0.0,0.0,-32822.167099999846,-0.035229609814266066,"{""sh.601988"": 3.05, ""sh.601398"": 4.35, ""sh.601939"": 5.48, ""sh.601288"": 2.84}","{""sh.601988"": 3.04, ""sh.601398"": 4.09, ""sh.601939"": 5.28, ""sh.601288"": 2.74}","{""sh.601988"": 76300.0, ""sh.601398"": 53500.0, ""sh.601939"": 42500.0, ""sh.601288"": 82000.0}","{""sh.601988"": 76300.0, ""sh.601398"": 53500.0, ""sh.601939"": 42500.0, ""sh.601288"": 82000.0}"
2022-12-19,2022-12-20,2023-01-05,2023-01-06,17,898842.0571999997,914607.0259999998,897900.0,915124.0,269.36999999999995,274.5372,915.124,0.0,0.0,15764.968800000148,0.01753919798669625,"{""sh.601988"": 3.15, ""sh.601398"": 4.25, ""sh.601939"": 5.57, ""sh.601288"": 2.87}","{""sh.601988"": 3.21, ""sh.601398"": 4.33, ""sh.601939"": 5.67, ""sh.601288"": 2.93}","{""sh.601988"": 71300.0, ""sh.601398"": 52800.0, ""sh.601939"": 40300.0, ""sh.601288"": 78200.0}","{""sh.601988"": 71300.0, ""sh.601398"": 52800.0, ""sh.601939"": 40300.0, ""sh.601288"": 78200.0}"
2023-02-16,2023-02-17,2023-02-20,2023-02-21,4,914607.0259999998,920028.7018999999,913977.0,920870.0,274.19309999999996,276.26099999999997,920.87,0.0,0.0,5421.675900000031,0.005927874754813038,"{""sh.601988"": 3.22, ""sh.601398"": 4.28, ""sh.601939"": 5.57, ""sh.601288"": 2.91}","{""sh.601988"": 3.24, ""sh.601398"": 4.3, ""sh.601939"": 5.62, ""sh.601288"": 2.94}","{""sh.601988"": 71000.0, ""sh.601398"": 53400.0, ""sh.601939"": 41000.0, ""sh.601288"": 78500.0}","{""sh.601988"": 71000.0, ""sh.601398"": 53400.0, ""sh.601939"": 41000.0, ""sh.601288"": 78500.0}"
2023-02-24,2023-02-27,2023-02-28,2023-03-01,2,920028.7018999999,921443.8136999999,919457.0,922347.0,275.83709999999996,276.70410000000004,922.3470000000001,0.0,0.0,1415.1118000000715,0.0015381170142601524,"{""sh.601988"": 3.22, ""sh.601398"": 4.29, ""sh.601939"": 5.6, ""sh.601288"": 2.93}","{""sh.601988"": 3.23, ""sh.601398"": 4.3, ""sh.601939"": 5.64, ""sh.601288"": 2.93}","{""sh.601988"": 71400.0, ""sh.601398"": 53600.0, ""sh.601939"": 41000.0, ""sh.601288"": 78500.0}","{""sh.601988"": 71400.0, ""sh.601398"": 53600.0, ""sh.601939"": 41000.0, ""sh.601288"": 78500.0}"
2023-03-08,2023-03-09,2023-03-23,2023-03-24,15,921443.8136999999,949311.3266,920809.0,950188.0,276.2427,285.05639999999994,950.188,0.0,0.0,27867.51290000009,0.030243312164742672,"{""sh.601988"": 3.34, ""sh.601398"": 4.4, ""sh.601939"": 5.86, ""sh.601288"": 3.01}","{""sh.601988"": 3.48, ""sh.601398"": 4.51, ""sh.601939"": 6.06, ""sh.601288"": 3.09}","{""sh.601988"": 68900.0, ""sh.601398"": 52300.0, ""sh.601939"": 39300.0, ""sh.601288"": 76500.0}","{""sh.601988"": 68900.0, ""sh.601398"": 52300.0, ""sh.601939"": 39300.0, ""sh.601288"": 76500.0}"
2023-03-24,2023-03-27,2023-03-31,2023-04-03,7,949311.3266,948946.1800000002,948529.0,949683.0,284.5587,284.9049,949.6829999999999,0.0,0.0,-365.1465999998618,-0.00038464367775706444,"{""sh.601988"": 3.4, ""sh.601398"": 4.47, ""sh.601939"": 5.97, ""sh.601288"": 3.05}","{""sh.601988"": 3.38, ""sh.601398"": 4.46, ""sh.601939"": 5.93, ""sh.601288"": 3.11}","{""sh.601988"": 69800.0, ""sh.601398"": 53000.0, ""sh.601939"": 39700.0, ""sh.601288"": 77800.0}","{""sh.601988"": 69800.0, ""sh.601398"": 53000.0, ""sh.601939"": 39700.0, ""sh.601288"": 77800.0}"
2023-04-21,2023-04-24,2023-04-28,2023-05-04,10,948946.1800000002,957398.9730000001,947644.0,957626.0,284.2932,287.28779999999995,957.626,0.0,0.0,8452.792999999947,0.008907557855388538,"{""sh.601988"": 3.58, ""sh.601398"": 4.7, ""sh.601939"": 6.26, ""sh.601288"": 3.34}","{""sh.601988"": 3.65, ""sh.601398"": 4.7, ""sh.601939"": 6.27, ""sh.601288"": 3.41}","{""sh.601988"": 66200.0, ""sh.601398"": 50400.0, ""sh.601939"": 37800.0, ""sh.601288"": 71000.0}","{""sh.601988"": 66200.0, ""sh.601398"": 50400.0, ""sh.601939"": 37800.0, ""sh.601288"": 71000.0}"
2023-05-10,2023-05-11,2023-06-13,2023-06-14,34,957398.9730000001,942734.4850000001,955991.0,942839.0,286.79729999999995,282.8517,942.8389999999999,0.0,0.0,-14664.488000000012,-0.015317008283442153,"{""sh.601988"": 4.26, ""sh.601398"": 5.03, ""sh.601939"": 6.64, ""sh.601288"": 3.6}","{""sh.601988"": 4.06, ""sh.601398"": 4.99, ""sh.601939"": 6.51, ""sh.601288"": 3.67}","{""sh.601988"": 56100.0, ""sh.601398"": 47500.0, ""sh.601939"": 36000.0, ""sh.601288"": 66400.0}","{""sh.601988"": 56100.0, ""sh.601398"": 47500.0, ""sh.601939"": 36000.0, ""sh.601288"": 66400.0}"
2023-06-14,2023-06-15,2023-06-15,2023-06-16,1,942734.4850000001,946414.7824,941844.0,947038.0,282.5532,284.11139999999995,947.038,0.0,0.0,3680.297399999923,0.0039038535860920825,"{""sh.601988"": 4.01, ""sh.601398"": 4.9, ""sh.601939"": 6.35, ""sh.601288"": 3.56}","{""sh.601988"": 4.01, ""sh.601398"": 4.91, ""sh.601939"": 6.37, ""sh.601288"": 3.62}","{""sh.601988"": 58700.0, ""sh.601398"": 48000.0, ""sh.601939"": 37100.0, ""sh.601288"": 66200.0}","{""sh.601988"": 58700.0, ""sh.601398"": 48000.0, ""sh.601939"": 37100.0, ""sh.601288"": 66200.0}"
2023-06-21,2023-06-26,2023-07-03,2023-07-04,8,946414.7824,963093.2133000001,945556.0,963771.0,283.66679999999997,289.13129999999995,963.771,0.0,0.0,16678.430900000036,0.017622749781766336,"{""sh.601988"": 3.87, ""sh.601398"": 4.85, ""sh.601939"": 6.22, ""sh.601288"": 3.52}","{""sh.601988"": 3.98, ""sh.601398"": 4.87, ""sh.601939"": 6.32, ""sh.601288"": 3.62}","{""sh.601988"": 61100.0, ""sh.601398"": 48700.0, ""sh.601939"": 38000.0, ""sh.601288"": 67200.0}","{""sh.601988"": 61100.0, ""sh.601398"": 48700.0, ""sh.601939"": 38000.0, ""sh.601288"": 67200.0}"
2023-07-06,2023-07-07,2023-07-11,2023-07-12,5,963093.2133000001,975366.4887,961716.0,975546.0,288.5148,292.6638,975.5459999999999,0.0,0.0,12273.275399999926,0.0127436007548491,"{""sh.601988"": 3.87, ""sh.601398"": 4.76, ""sh.601939"": 6.19, ""sh.601288"": 3.5}","{""sh.601988"": 3.94, ""sh.601398"": 4.83, ""sh.601939"": 6.29, ""sh.601288"": 3.53}","{""sh.601988"": 62200.0, ""sh.601398"": 50500.0, ""sh.601939"": 38800.0, ""sh.601288"": 68700.0}","{""sh.601988"": 62200.0, ""sh.601398"": 50500.0, ""sh.601939"": 38800.0, ""sh.601288"": 68700.0}"
2023-07-12,2023-07-13,2023-07-13,2023-07-14,1,975366.4887,989436.4382999998,974096.0,974632.0,292.2288,292.3896,974.6320000000001,15093.2,0.0,14069.949599999818,0.014425295274141213,"{""sh.601988"": 3.94, ""sh.601398"": 4.82, ""sh.601939"": 6.28, ""sh.601288"": 3.55}","{""sh.601988"": 3.99, ""sh.601398"": 4.88, ""sh.601939"": 6.03, ""sh.601288"": 3.61}","{""sh.601988"": 61800.0, ""sh.601398"": 50500.0, ""sh.601939"": 38800.0, ""sh.601288"": 68600.0}","{""sh.601988"": 61800.0, ""sh.601398"": 50500.0, ""sh.601939"": 38800.0, ""sh.601288"": 68600.0}"
2023-07-17,2023-07-18,2023-07-25,2023-07-26,8,989436.4382999998,998929.6276999998,988996.0,1000086.0,296.6988,300.02579999999995,1000.086,0.0,0.0,9493.189400000032,0.009594541935721262,"{""sh.601988"": 3.78, ""sh.601398"": 4.57, ""sh.601939"": 5.93, ""sh.601288"": 3.42}","{""sh.601988"": 3.81, ""sh.601398"": 4.62, ""sh.601939"": 5.98, ""sh.601288"": 3.48}","{""sh.601988"": 65400.0, ""sh.601398"": 54100.0, ""sh.601939"": 41700.0, ""sh.601288"": 72300.0}","{""sh.601988"": 65400.0, ""sh.601398"": 54100.0, ""sh.601939"": 41700.0, ""sh.601288"": 72300.0}"
2023-08-11,2023-08-14,2023-09-04,2023-09-05,22,998929.6276999998,1006174.7681999998,998345.0,1006695.0,299.5035,302.0084999999999,503.34749999999997,0.0,0.0,7245.1404999999795,0.007252903807329911,"{""sh.601988"": 3.75, ""sh.601398"": 4.59, ""sh.601939"": 5.9, ""sh.601288"": 3.43}","{""sh.601988"": 3.73, ""sh.601398"": 4.59, ""sh.601939"": 6.06, ""sh.601288"": 3.47}","{""sh.601988"": 66500.0, ""sh.601398"": 54400.0, ""sh.601939"": 42300.0, ""sh.601288"": 72800.0}","{""sh.601988"": 66500.0, ""sh.601398"": 54400.0, ""sh.601939"": 42300.0, ""sh.601288"": 72800.0}"
2023-09-07,2023-09-08,2023-09-11,2023-09-12,4,1006174.7681999998,1000677.0856999998,1005635.0,1001240.0,301.6905,300.37199999999996,500.62,0.0,0.0,-5497.682499999995,-0.00546394391288016,"{""sh.601988"": 3.71, ""sh.601398"": 4.62, ""sh.601939"": 6.04, ""sh.601288"": 3.45}","{""sh.601988"": 3.68, ""sh.601398"": 4.59, ""sh.601939"": 6.04, ""sh.601288"": 3.44}","{""sh.601988"": 67800.0, ""sh.601398"": 54400.0, ""sh.601939"": 41600.0, ""sh.601288"": 72900.0}","{""sh.601988"": 67800.0, ""sh.601398"": 54400.0, ""sh.601939"": 41600.0, ""sh.601288"": 72900.0}"
2023-09-13,2023-09-14,2023-09-14,2023-09-15,1,1000677.0856999998,1012195.3704999997,999648.0,1012276.0,299.8944,303.68279999999993,506.1379999999999,0.0,0.0,11518.284799999907,0.011510491211000964,"{""sh.601988"": 3.69, ""sh.601398"": 4.63, ""sh.601939"": 6.09, ""sh.601288"": 3.45}","{""sh.601988"": 3.73, ""sh.601398"": 4.68, ""sh.601939"": 6.16, ""sh.601288"": 3.51}","{""sh.601988"": 67700.0, ""sh.601398"": 54000.0, ""sh.601939"": 41000.0, ""sh.601288"": 72500.0}","{""sh.601988"": 67700.0, ""sh.601398"": 54000.0, ""sh.601939"": 41000.0, ""sh.601288"": 72500.0}"
